C,residue,norm_alpha,error_resin
1e-12,3.47051e-06,3.47051e+06
1e-11,3.29831e-05,3.29831e+06
1e-10,0.000316741,3.16741e+06
1e-09,0.00228678,2.28678e+06
1e-08,0.00604944,604944
1e-07,0.00724084,72408.4
1e-06,0.00738631,7386.31
1e-05,0.00740118,740.118
0.0001,0.00740267,74.0267
0.001,0.00740282,7.40282
0.01,0.00740284,0.740284
0.1,0.00740284,0.0740284
