x,y,T
-1,-0.6,89.0912
-0.933333,-0.6,89.0773
-0.866667,-0.6,89.0362
-0.8,-0.6,88.9694
-0.733333,-0.6,88.8798
-0.666667,-0.6,88.7725
-0.6,-0.6,88.6544
-0.533333,-0.6,88.5341
-0.466667,-0.6,88.4202
-0.4,-0.6,88.3188
-0.333333,-0.6,88.2333
-0.266667,-0.6,88.1648
-0.2,-0.6,88.1129
-0.133333,-0.6,88.0768
-0.0666667,-0.6,88.0556
-1.38778e-17,-0.6,88.0486
0.0666667,-0.6,88.0556
0.133333,-0.6,88.0768
0.2,-0.6,88.1129
0.266667,-0.6,88.1648
0.333333,-0.6,88.2333
0.4,-0.6,88.3188
0.466667,-0.6,88.4202
0.533333,-0.6,88.5341
0.6,-0.6,88.6544
0.666667,-0.6,88.7725
0.733333,-0.6,88.8798
0.8,-0.6,88.9694
0.866667,-0.6,89.0362
0.933333,-0.6,89.0773
1,-0.6,89.0912
-1,-0.533333,87.3378
-0.933333,-0.533333,87.3203
-0.866667,-0.533333,87.2681
-0.8,-0.533333,87.1825
-0.733333,-0.533333,87.0664
-0.666667,-0.533333,86.9257
-0.6,-0.533333,86.7697
-0.533333,-0.533333,86.6116
-0.466667,-0.533333,86.4649
-0.4,-0.533333,86.338
-0.333333,-0.533333,86.2342
-0.266667,-0.533333,86.1533
-0.2,-0.533333,86.0934
-0.133333,-0.533333,86.0524
-0.0666667,-0.533333,86.0286
-1.38778e-17,-0.533333,86.0208
0.0666667,-0.533333,86.0286
0.133333,-0.533333,86.0524
0.2,-0.533333,86.0934
0.266667,-0.533333,86.1533
0.333333,-0.533333,86.2342
0.4,-0.533333,86.338
0.466667,-0.533333,86.4649
0.533333,-0.533333,86.6116
0.6,-0.533333,86.7697
0.666667,-0.533333,86.9257
0.733333,-0.533333,87.0664
0.8,-0.533333,87.1825
0.866667,-0.533333,87.2681
0.933333,-0.533333,87.3203
1,-0.533333,87.3378
-1,-0.466667,85.6195
-0.933333,-0.466667,85.598
-0.866667,-0.466667,85.5334
-0.8,-0.466667,85.4261
-0.733333,-0.466667,85.2778
-0.666667,-0.466667,85.094
-0.6,-0.466667,84.8871
-0.533333,-0.466667,84.6777
-0.466667,-0.466667,84.4897
-0.4,-0.466667,84.3342
-0.333333,-0.466667,84.2124
-0.266667,-0.466667,84.1208
-0.2,-0.466667,84.0549
-0.133333,-0.466667,84.0108
-0.0666667,-0.466667,83.9856
-1.38778e-17,-0.466667,83.9773
0.0666667,-0.466667,83.9856
0.133333,-0.466667,84.0108
0.2,-0.466667,84.0549
0.266667,-0.466667,84.1208
0.333333,-0.466667,84.2124
0.4,-0.466667,84.3342
0.466667,-0.466667,84.4897
0.533333,-0.466667,84.6777
0.6,-0.466667,84.8871
0.666667,-0.466667,85.094
0.733333,-0.466667,85.2778
0.8,-0.466667,85.4261
0.866667,-0.466667,85.5334
0.933333,-0.466667,85.598
1,-0.466667,85.6195
-1,-0.4,83.9442
-0.933333,-0.4,83.9187
-0.866667,-0.4,83.8415
-0.8,-0.4,83.7106
-0.733333,-0.4,83.5245
-0.666667,-0.4,83.2856
-0.6,-0.4,83.0071
-0.533333,-0.4,82.7225
-0.466667,-0.4,82.482
-0.4,-0.4,82.2967
-0.333333,-0.4,82.1602
-0.266667,-0.4,82.0625
-0.2,-0.4,81.9947
-0.133333,-0.4,81.9505
-0.0666667,-0.4,81.9255
-1.38778e-17,-0.4,81.9175
0.0666667,-0.4,81.9255
0.133333,-0.4,81.9505
0.2,-0.4,81.9947
0.266667,-0.4,82.0625
0.333333,-0.4,82.1602
0.4,-0.4,82.2967
0.466667,-0.4,82.482
0.533333,-0.4,82.7225
0.6,-0.4,83.0071
0.666667,-0.4,83.2856
0.733333,-0.4,83.5245
0.8,-0.4,83.7106
0.866667,-0.4,83.8415
0.933333,-0.4,83.9187
1,-0.4,83.9442
-1,-0.333333,82.3199
-0.933333,-0.333333,82.2912
-0.866667,-0.333333,82.2033
-0.8,-0.333333,82.0504
-0.733333,-0.333333,81.824
-0.666667,-0.333333,81.5166
-0.6,-0.333333,81.1334
-0.533333,-0.333333,80.7231
-0.466667,-0.333333,80.419
-0.4,-0.333333,80.2104
-0.333333,-0.333333,80.0694
-0.266667,-0.333333,79.9742
-0.2,-0.333333,79.911
-0.133333,-0.333333,79.8708
-0.0666667,-0.333333,79.8486
-1.38778e-17,-0.333333,79.8415
0.0666667,-0.333333,79.8486
0.133333,-0.333333,79.8708
0.2,-0.333333,79.911
0.266667,-0.333333,79.9742
0.333333,-0.333333,80.0694
0.4,-0.333333,80.2104
0.466667,-0.333333,80.419
0.533333,-0.333333,80.7231
0.6,-0.333333,81.1334
0.666667,-0.333333,81.5166
0.733333,-0.333333,81.824
0.8,-0.333333,82.0504
0.866667,-0.333333,82.2033
0.933333,-0.333333,82.2912
1,-0.333333,82.3199
-1,-0.266667,80.7529
-0.933333,-0.266667,80.723
-0.866667,-0.266667,80.6301
-0.8,-0.266667,80.4637
-0.733333,-0.266667,80.2046
-0.666667,-0.266667,79.8234
-0.6,-0.266667,79.2868
-0.533333,-0.266667,78.6173
-0.466667,-0.266667,78.2607
-0.4,-0.266667,78.0567
-0.333333,-0.266667,77.9325
-0.266667,-0.266667,77.8541
-0.2,-0.266667,77.8041
-0.133333,-0.266667,77.7733
-0.0666667,-0.266667,77.7566
-1.38778e-17,-0.266667,77.7512
0.0666667,-0.266667,77.7566
0.133333,-0.266667,77.7733
0.2,-0.266667,77.8041
0.266667,-0.266667,77.8541
0.333333,-0.266667,77.9325
0.4,-0.266667,78.0567
0.466667,-0.266667,78.2607
0.533333,-0.266667,78.6173
0.6,-0.266667,79.2868
0.666667,-0.266667,79.8234
0.733333,-0.266667,80.2046
0.8,-0.266667,80.4637
0.866667,-0.266667,80.6301
0.933333,-0.266667,80.723
1,-0.266667,80.7529
-1,-0.2,79.2455
-0.933333,-0.2,79.2178
-0.866667,-0.2,79.1304
-0.8,-0.2,78.9696
-0.733333,-0.2,78.7072
-0.666667,-0.2,78.2855
-0.6,-0.2,77.5732
-0.533333,-0.2,76.1986
-0.466667,-0.2,75.9498
-0.4,-0.2,75.8231
-0.333333,-0.2,75.75
-0.266667,-0.2,75.7055
-0.2,-0.2,75.6781
-0.133333,-0.2,75.6617
-0.0666667,-0.2,75.6531
-1.38778e-17,-0.2,75.6503
0.0666667,-0.2,75.6531
0.133333,-0.2,75.6617
0.2,-0.2,75.6781
0.266667,-0.2,75.7055
0.333333,-0.2,75.75
0.4,-0.2,75.8231
0.466667,-0.2,75.9498
0.533333,-0.2,76.1986
0.6,-0.2,77.5732
0.666667,-0.2,78.2855
0.733333,-0.2,78.7072
0.8,-0.2,78.9696
0.866667,-0.2,79.1304
0.933333,-0.2,79.2178
1,-0.2,79.2455
-1,-0.133333,77.7938
-0.933333,-0.133333,77.7722
-0.866667,-0.133333,77.704
-0.8,-0.133333,77.5773
-0.733333,-0.133333,77.369
-0.666667,-0.133333,77.0384
-0.6,-0.133333,76.5217
-0.533333,-0.133333,75.7578
-0.466667,-0.133333,75.6515
-0.4,-0.133333,75.5702
-0.333333,-0.133333,75.516
-0.266667,-0.133333,75.4812
-0.2,-0.133333,75.4594
-0.133333,-0.133333,75.4464
-0.0666667,-0.133333,75.4394
-1.38778e-17,-0.133333,75.4373
0.0666667,-0.133333,75.4394
0.133333,-0.133333,75.4464
0.2,-0.133333,75.4594
0.266667,-0.133333,75.4812
0.333333,-0.133333,75.516
0.4,-0.133333,75.5702
0.466667,-0.133333,75.6515
0.533333,-0.133333,75.7578
0.6,-0.133333,76.5217
0.666667,-0.133333,77.0384
0.733333,-0.133333,77.369
0.8,-0.133333,77.5773
0.866667,-0.133333,77.704
0.933333,-0.133333,77.7722
1,-0.133333,77.7938
-1,-0.0666667,76.3851
-0.933333,-0.0666667,76.3733
-0.866667,-0.0666667,76.336
-0.8,-0.0666667,76.2666
-0.733333,-0.0666667,76.1532
-0.666667,-0.0666667,75.9773
-0.6,-0.0666667,75.7176
-0.533333,-0.0666667,75.3713
-0.466667,-0.0666667,75.3283
-0.4,-0.0666667,75.2902
-0.333333,-0.0666667,75.2625
-0.266667,-0.0666667,75.244
-0.2,-0.0666667,75.2321
-0.133333,-0.0666667,75.2249
-0.0666667,-0.0666667,75.221
-1.38778e-17,-0.0666667,75.2198
0.0666667,-0.0666667,75.221
0.133333,-0.0666667,75.2249
0.2,-0.0666667,75.2321
0.266667,-0.0666667,75.244
0.333333,-0.0666667,75.2625
0.4,-0.0666667,75.2902
0.466667,-0.0666667,75.3283
0.533333,-0.0666667,75.3713
0.6,-0.0666667,75.7176
0.666667,-0.0666667,75.9773
0.733333,-0.0666667,76.1532
0.8,-0.0666667,76.2666
0.866667,-0.0666667,76.336
0.933333,-0.0666667,76.3733
1,-0.0666667,76.3851
-1,-1.38778e-17,75
-0.933333,-1.38778e-17,75
-0.866667,-1.38778e-17,75
-0.8,-1.38778e-17,75
-0.733333,-1.38778e-17,75
-0.666667,-1.38778e-17,75
-0.6,-1.38778e-17,75
-0.533333,-1.38778e-17,75
-0.466667,-1.38778e-17,75
-0.4,-1.38778e-17,75
-0.333333,-1.38778e-17,75
-0.266667,-1.38778e-17,75
-0.2,-1.38778e-17,75
-0.133333,-1.38778e-17,75
-0.0666667,-1.38778e-17,75
-1.38778e-17,-1.38778e-17,75
0.0666667,-1.38778e-17,75
0.133333,-1.38778e-17,75
0.2,-1.38778e-17,75
0.266667,-1.38778e-17,75
0.333333,-1.38778e-17,75
0.4,-1.38778e-17,75
0.466667,-1.38778e-17,75
0.533333,-1.38778e-17,75
0.6,-1.38778e-17,75
0.666667,-1.38778e-17,75
0.733333,-1.38778e-17,75
0.8,-1.38778e-17,75
0.866667,-1.38778e-17,75
0.933333,-1.38778e-17,75
1,-1.38778e-17,75
-1,0.0666667,73.6149
-0.933333,0.0666667,73.6267
-0.866667,0.0666667,73.664
-0.8,0.0666667,73.7334
-0.733333,0.0666667,73.8468
-0.666667,0.0666667,74.0227
-0.6,0.0666667,74.2824
-0.533333,0.0666667,74.6287
-0.466667,0.0666667,74.6717
-0.4,0.0666667,74.7098
-0.333333,0.0666667,74.7375
-0.266667,0.0666667,74.756
-0.2,0.0666667,74.7679
-0.133333,0.0666667,74.7751
-0.0666667,0.0666667,74.779
-1.38778e-17,0.0666667,74.7802
0.0666667,0.0666667,74.779
0.133333,0.0666667,74.7751
0.2,0.0666667,74.7679
0.266667,0.0666667,74.756
0.333333,0.0666667,74.7375
0.4,0.0666667,74.7098
0.466667,0.0666667,74.6717
0.533333,0.0666667,74.6287
0.6,0.0666667,74.2824
0.666667,0.0666667,74.0227
0.733333,0.0666667,73.8468
0.8,0.0666667,73.7334
0.866667,0.0666667,73.664
0.933333,0.0666667,73.6267
1,0.0666667,73.6149
-1,0.133333,72.2062
-0.933333,0.133333,72.2278
-0.866667,0.133333,72.296
-0.8,0.133333,72.4227
-0.733333,0.133333,72.631
-0.666667,0.133333,72.9616
-0.6,0.133333,73.4783
-0.533333,0.133333,74.2422
-0.466667,0.133333,74.3485
-0.4,0.133333,74.4298
-0.333333,0.133333,74.484
-0.266667,0.133333,74.5188
-0.2,0.133333,74.5406
-0.133333,0.133333,74.5536
-0.0666667,0.133333,74.5606
-1.38778e-17,0.133333,74.5627
0.0666667,0.133333,74.5606
0.133333,0.133333,74.5536
0.2,0.133333,74.5406
0.266667,0.133333,74.5188
0.333333,0.133333,74.484
0.4,0.133333,74.4298
0.466667,0.133333,74.3485
0.533333,0.133333,74.2422
0.6,0.133333,73.4783
0.666667,0.133333,72.9616
0.733333,0.133333,72.631
0.8,0.133333,72.4227
0.866667,0.133333,72.296
0.933333,0.133333,72.2278
1,0.133333,72.2062
-1,0.2,70.7545
-0.933333,0.2,70.7822
-0.866667,0.2,70.8696
-0.8,0.2,71.0304
-0.733333,0.2,71.2928
-0.666667,0.2,71.7145
-0.6,0.2,72.4268
-0.533333,0.2,73.8014
-0.466667,0.2,74.0502
-0.4,0.2,74.1769
-0.333333,0.2,74.25
-0.266667,0.2,74.2945
-0.2,0.2,74.3219
-0.133333,0.2,74.3383
-0.0666667,0.2,74.3469
-1.38778e-17,0.2,74.3497
0.0666667,0.2,74.3469
0.133333,0.2,74.3383
0.2,0.2,74.3219
0.266667,0.2,74.2945
0.333333,0.2,74.25
0.4,0.2,74.1769
0.466667,0.2,74.0502
0.533333,0.2,73.8014
0.6,0.2,72.4268
0.666667,0.2,71.7145
0.733333,0.2,71.2928
0.8,0.2,71.0304
0.866667,0.2,70.8696
0.933333,0.2,70.7822
1,0.2,70.7545
-1,0.266667,69.2471
-0.933333,0.266667,69.277
-0.866667,0.266667,69.3699
-0.8,0.266667,69.5363
-0.733333,0.266667,69.7954
-0.666667,0.266667,70.1766
-0.6,0.266667,70.7132
-0.533333,0.266667,71.3827
-0.466667,0.266667,71.7393
-0.4,0.266667,71.9433
-0.333333,0.266667,72.0675
-0.266667,0.266667,72.1459
-0.2,0.266667,72.1959
-0.133333,0.266667,72.2267
-0.0666667,0.266667,72.2434
-1.38778e-17,0.266667,72.2488
0.0666667,0.266667,72.2434
0.133333,0.266667,72.2267
0.2,0.266667,72.1959
0.266667,0.266667,72.1459
0.333333,0.266667,72.0675
0.4,0.266667,71.9433
0.466667,0.266667,71.7393
0.533333,0.266667,71.3827
0.6,0.266667,70.7132
0.666667,0.266667,70.1766
0.733333,0.266667,69.7954
0.8,0.266667,69.5363
0.866667,0.266667,69.3699
0.933333,0.266667,69.277
1,0.266667,69.2471
-1,0.333333,67.6801
-0.933333,0.333333,67.7088
-0.866667,0.333333,67.7967
-0.8,0.333333,67.9496
-0.733333,0.333333,68.176
-0.666667,0.333333,68.4834
-0.6,0.333333,68.8666
-0.533333,0.333333,69.2769
-0.466667,0.333333,69.581
-0.4,0.333333,69.7896
-0.333333,0.333333,69.9306
-0.266667,0.333333,70.0258
-0.2,0.333333,70.089
-0.133333,0.333333,70.1292
-0.0666667,0.333333,70.1514
-1.38778e-17,0.333333,70.1585
0.0666667,0.333333,70.1514
0.133333,0.333333,70.1292
0.2,0.333333,70.089
0.266667,0.333333,70.0258
0.333333,0.333333,69.9306
0.4,0.333333,69.7896
0.466667,0.333333,69.581
0.533333,0.333333,69.2769
0.6,0.333333,68.8666
0.666667,0.333333,68.4834
0.733333,0.333333,68.176
0.8,0.333333,67.9496
0.866667,0.333333,67.7967
0.933333,0.333333,67.7088
1,0.333333,67.6801
-1,0.4,66.0558
-0.933333,0.4,66.0813
-0.866667,0.4,66.1585
-0.8,0.4,66.2894
-0.733333,0.4,66.4755
-0.666667,0.4,66.7144
-0.6,0.4,66.9929
-0.533333,0.4,67.2775
-0.466667,0.4,67.518
-0.4,0.4,67.7033
-0.333333,0.4,67.8398
-0.266667,0.4,67.9375
-0.2,0.4,68.0053
-0.133333,0.4,68.0495
-0.0666667,0.4,68.0745
-1.38778e-17,0.4,68.0825
0.0666667,0.4,68.0745
0.133333,0.4,68.0495
0.2,0.4,68.0053
0.266667,0.4,67.9375
0.333333,0.4,67.8398
0.4,0.4,67.7033
0.466667,0.4,67.518
0.533333,0.4,67.2775
0.6,0.4,66.9929
0.666667,0.4,66.7144
0.733333,0.4,66.4755
0.8,0.4,66.2894
0.866667,0.4,66.1585
0.933333,0.4,66.0813
1,0.4,66.0558
-1,0.466667,64.3805
-0.933333,0.466667,64.402
-0.866667,0.466667,64.4666
-0.8,0.466667,64.5739
-0.733333,0.466667,64.7222
-0.666667,0.466667,64.906
-0.6,0.466667,65.1129
-0.533333,0.466667,65.3223
-0.466667,0.466667,65.5103
-0.4,0.466667,65.6658
-0.333333,0.466667,65.7876
-0.266667,0.466667,65.8792
-0.2,0.466667,65.9451
-0.133333,0.466667,65.9892
-0.0666667,0.466667,66.0144
-1.38778e-17,0.466667,66.0227
0.0666667,0.466667,66.0144
0.133333,0.466667,65.9892
0.2,0.466667,65.9451
0.266667,0.466667,65.8792
0.333333,0.466667,65.7876
0.4,0.466667,65.6658
0.466667,0.466667,65.5103
0.533333,0.466667,65.3223
0.6,0.466667,65.1129
0.666667,0.466667,64.906
